Case_ID,BUS__CODE,SCORE,A_EmployeeCount,A_GrossSales,A_ExtaxPurch,A_Resales,A_FoodCosts,A_LaborCosts,A_IOC,A_BadDebts,A_TOPP,A_SalesFinal,PriorAuditTax,PriorAuditHours,OwnCode,Status,Y_AuditResult
100002078,"A00149",62,,15064224,22382,14983278,0,0,0,1,1589,0,2,18,"C","Established","Not_Success"
100002079,"A00132",88,,,,,,,,,,,2300,52,"C","Established","Not_Success"
100002080,"A00148",96,,220390811,6279896,192464799,0,0,26036805,3,0,23825,41920,206,"C","Established","Not_Success"
100002081,"A00148",76,,15701068,13494,2192848,0,0,11887272,769,0,0,,,"C","Established","Not_Success"
100002082,"A00148",76,,21683186,127677,18885968,0,339897,0,3,0,0,,,"C","Established","Not_Success"
100002083,"A00141",83,,92688273,1325940,67890954,0,0,0,6,0,0,,,"C","Established","Success"
100002084,"A0071",58,,7676547,7,7,4233703,0,0,1,0,0,709,30,"C","Established","Success"
100002085,"A00145",47,,,,,,,,,,,3,11,"C","Established","Not_Success"
100002086,"A00140",86,,230990149,117056,229947699,0,0,0,7,0,0,,,"C","Established","Success"
100002087,"A00110",74,,333208955,8753400,115894381,0,14338706,0,10,299568,0,-9424,50,"C","Established","Not_Success"
100002088,"A00134",77,,9630862,7852,8,0,152288,0,8,0,0,9,15,"C","Established","Not_Success"
100002089,"A00116",97,2,,,,,,,,,,30949,78,"C","Established","Not_Success"
100002090,"A0085",,,,,,,,,,,,,,"S","Established","Not_Success"
100002091,"A00132",83,,,,,,,,,,,,,"C","Established","Not_Success"
100002092,"A00148",60,,7188228,10,301964,0,683279,79346,2,0,0,507,24,"C","Established","Not_Success"
100002093,"A00129",48,,5667525,8,25979,2530,3015,27517,10,0,0,1992,66,"C","Established","Not_Success"
100002094,"A00148",113,,36051613,1654128,2115297,0,0,29642904,10,0,0,85671,178,"C","Established","Not_Success"
100002095,"A00135",102,,184880413,573912,10,0,15852301,165871358,6,0,0,,,"C","Established","Success"
100002096,"A00149",83,,29225012,1174078,29181685,0,0,0,7,0,5162,,,"C","Established","Not_Success"
100002097,"A00122",47,,2835990,3370841,-20561,0,0,0,9,10118,0,3,21,"C","Established","Not_Success"
100002098,"A00142",99,,179839237,999311,162467640,17322983,0,0,4,0,0,,,"C","Established","Not_Success"
100002099,"A00132",113,,47743210,861231,506421,0,24643059,2983143,9,0,0,,,"C","Established","Success"
100002100,"A00139",19,8,34489,3,4712,-18524,600,0,2,0,0,,,"S","Established","Not_Success"
100002101,"A0072",55,,909948,9960,2,191978,0,0,6,0,0,,,"M","Established","Not_Success"
100002102,"A00126",75,,7557509,51779,6,0,0,0,4,0,0,18520,97,"O","Established","Not_Success"
100002103,"A00134",63,,796675,47071,10,0,0,0,10,0,69200,,,"O","Established","Success"
100002104,"A0066",,,,,,,,,,,,,,"O","Established","Not_Success"
100002105,"A00134",95,,8058481,1947768,3,0,0,0,9,0,0,,,"O","Established","Success"
100002106,"A00134",,,3794633,4887326,10,0,0,0,6,744638,0,,,"C","Established","Not_Success"
100002107,"A00134",102,,1039639,6038599,1,0,0,0,1,0,0,,,"C","Established","Not_Success"
100002108,"A00132",90,,689137471,7165703,688997024,0,0,0,4,0,0,,,"C","Established","Not_Success"
100002109,"A00137",51,,32931547,4,13528,360417,18963,0,3,0,0,435,145,"O","Established","Not_Success"
100002110,"A00149",83,,17324585,167626,5902233,0,0,0,47868,105508,0,,,"C","Established","Not_Success"
100002111,"A00136",72,,,,,,,,,,,,,"C","Established","Not_Success"
100002112,"A00139",51,,691579,361402,9,0,0,0,6,0,0,,,"O","Established","Not_Success"
100002113,"A00132",,,4758721,9,350428,0,3715021,0,8,464310,0,,,"C","Established","Not_Success"
100002114,"A00148",102,,98870113,1167164,97546825,0,0,0,2,0,0,146255,330,"C","Established","Success"
100002115,"A00137",50,,3044365,181616,7,-137800,0,0,7,0,0,,,"G","Established","Success"
100002116,"A00149",99,,,,,,,,,,,26524,62,"C","Established","Not_Success"
100002117,"A00149",,,18075394,8319,7115709,0,0,9288997,7,0,0,,,"C","Established","Success"
100002118,"A00137",45,,5075066,952657,16198,207642,0,0,9,0,0,-24921,149,"O","Established","Not_Success"
100002119,"A00110",75,,425542148,2437128,89839816,0,12254700,0,49551,0,0,,,"C","Established","Not_Success"
100002120,"A00132",73,,29697079,3218985,306,0,1947,0,2,0,10275,,,"C","Established","Not_Success"
100002121,"A00140",68,,2875172,2,1323217,0,0,0,7,0,0,,,"C","Established","Not_Success"
100002122,"A00132",,,,,,,,,,,,,,"C","Established","Not_Success"
100002123,"A00145",85,,,,,,,,,,,,,"C","Established","Not_Success"
100002124,"A00148",88,,,,,,,,,,,,,"C","Established","Not_Success"
100002125,"A00100",61,,,,,,,,,,,9,47,"C","Established","Not_Success"
100002126,"A00137",59,,306732,9,9,0,0,0,4,0,0,,,"O","Established","Not_Success"
100002127,"A00134",104,,216685795,2669746,1,0,0,0,1,0,0,,,"C","Established","Not_Success"
100002128,"A0080",59,,,,,,,,,,,5,43,"C","Established","Not_Success"
100002129,"A00142",,,27301403,1676016,27282756,0,0,0,7,0,0,,,"C","Established","Success"
100002130,"A00141",86,,156698609,489719,65853506,0,0,0,5,0,0,,,"C","Established","Success"
100002131,"A0067",89,,194928516,663714,3,0,3295568,3282231,364708,0,0,26496,124,"C","Established","Success"
100002132,"A00101",58,,,,,,,,,,,1,13,"C","Established","Not_Success"
100002133,"A00132",87,,39877641,4569029,9066896,778490,439893,1396938,6,0,0,,,"C","Established","Success"
100002134,"A00139",66,,280286,2124487,1,0,0,0,3,0,0,6,30,"O","Established","Not_Success"
100002135,"A00142",103,,,,,,,,,,,20895,78,"C","Established","Not_Success"
100002136,"A00136",,,197320283,1143196,197320281,0,0,0,10,0,0,,,"C","Established","Not_Success"
100002137,"A00132",76,,256757811,85082776,7,0,132696448,0,3,0,0,-11288,355,"C","Established","Success"
100002138,"A00148",60,,,,,,,,,,,,,"C","Established","Not_Success"
100002139,"A00149",75,,348434,2269983,5,-10862,0,0,5,0,0,,,"G","Established","Not_Success"
100002140,"A00142",,,105230349,693964,94104350,0,0,0,-57472,0,7038,,,"C","Established","Success"
100002141,"A00102",68,,,,,,,,,,,,,"C","Established","Not_Success"
100002142,"A00126",74,,8081679,167727,-3103,0,0,0,7,0,0,,,"C","Established","Not_Success"
100002143,"A00139",25,,165428,180053,8,0,0,0,10,0,0,,,"O","Established","Not_Success"
100002144,"A00142",58,,7187037,77025,5397120,0,2187,656098,2,0,0,3,22,"C","Established","Success"
100002145,"A00136",58,,,,,,,,,,,1563,50,"C","Established","Not_Success"
100002146,"A00100",61,,19271149,168105,1468129,0,0,0,38808,0,0,3,30,"C","Established","Not_Success"
100002147,"A00132",90,,7,14535497,8,0,0,0,3,0,0,9565,41,"C","Established","Not_Success"
100002148,"A00136",78,,295112747,3888618,294319642,0,0,0,3,0,0,3,30,"C","Established","Not_Success"
100002149,"A00149",,,,,,,,,,,,,,"O","Established","Not_Success"
100002150,"A00132",66,,,,,,,,,,,,,"C","Established","Not_Success"
100002151,"A00148",,,6291383,21593,4867171,0,0,117623,8,0,0,,,"C","Established","Success"
100002152,"A00137",61,,130832,828880,9,0,0,0,8,0,0,,,"G","Established","Not_Success"
100002153,"A00137",56,,,,,,,,,,,-2301,107,"O","Established","Not_Success"
100002154,"A00137",59,,602935,1651927,5,0,0,0,3,0,0,48591,250,"G","Established","Success"
100002155,"A00149",66,,109747500,428395,109735237,0,0,45,6,0,0,6,22,"C","Established","Not_Success"
100002156,"A00149",66,,,,,,,,,,,,,"C","Established","Not_Success"
100002157,"A0069",62,,,,,,,,,,,,,"C","Established","Not_Success"
100002158,"A00149",41,,,,,,,,,,,,,"C","Established","Not_Success"
100002159,"A00110",77,,345314475,49878,64178770,0,11852387,0,7,98762,0,,,"C","Established","Not_Success"
100002160,"A00149",78,,,,,,,,,,,,,"C","Established","Not_Success"
100002161,"A00140",68,,5802099,45469,2515164,0,0,0,8,0,0,,,"C","Established","Not_Success"
100002162,"A00136",73,,28826807,304812,5071126,0,0,23375048,2,0,0,,,"C","Established","Not_Success"
100002163,"A00132",53,,,,,,,,,,,-2263,72,"C","Established","Not_Success"
100002164,"A00134",49,,,,,,,,,,,,,"C","Established","Not_Success"
100002165,"A00126",84,,74726585,465117,1,0,0,0,7,0,0,28338,257,"C","Established","Not_Success"
100002166,"A00132",59,,,,,,,,,,,7,29,"S","Established","Not_Success"
100002167,"A00140",86,,237181897,262755,236801752,0,0,0,6,0,30388,6845,57,"C","Established","Success"
100002168,"A00136",110,,130871621,805828,38969977,0,0,79029905,7,0,0,36759,117,"C","Established","Success"
100002169,"A0080",,5,7509117,2,102931,0,11124,0,268403,0,0,,,"C","Established","Not_Success"
100002170,"A00149",73,,17408047,304220,16668193,0,0,0,9,2456,0,,,"C","Established","Not_Success"
100002171,"A00128",84,,152502612,514254,5,22611824,94764770,0,69147,0,0,18682,104,"C","Established","Success"
100002172,"A00111",,,,,,,,,,,,,,"C","Established","Not_Success"
100002173,"A00135",63,,9049565,14583,304895,0,0,0,6,0,0,,,"C","Established","Not_Success"
100002174,"A00149",85,,11934244,15645,1922810,0,31350,8372117,4,0,0,14025,88,"C","Established","Not_Success"
100002175,"A00132",57,,,,,,,,,,,4,27,"C","Established","Not_Success"
100002176,"A00140",66,,10512469,5,1532261,0,0,0,26230,0,0,,,"C","Established","Not_Success"
100002177,"A00110",77,,130456191,90384,47420134,0,7330011,31977,7,81468,0,,,"C","Established","Not_Success"
100002178,"A00110",75,,144557584,1016192,35447831,1121166,10627379,0,2,94862,0,,,"C","Established","Not_Success"
100002179,"A00101",,,,,,,,,,,,,,"C","Established","Not_Success"
100002180,"A00136",117,,144049734,1326993,29740012,0,0,93240658,760648,0,0,25280,183,"C","Established","Not_Success"
100002181,"A00136",89,,16540867,5583,9177736,0,0,6638120,5,0,0,,,"C","Established","Not_Success"
100002182,"A00137",,,109718548,520076,6,0,0,0,9,0,0,,,"C","Established","Success"
100002183,"A0068",79,,47266303,118630,2398464,0,169991,1636081,26748,56538,0,,,"C","Established","Not_Success"
100002184,"A00132",47,,,,,,,,,,,,,"C","Established","Not_Success"
100002185,"A00142",103,,36911958,9,1867624,0,0,1977575,13643,3456499,0,10956,110,"C","Established","Not_Success"
100002186,"A00137",45,,610388,61132,2,0,0,0,10,0,0,,,"O","Established","Not_Success"
100002187,"A00110",86,,2095666688,1949094,652125362,0,69356376,0,10,1601948,0,,,"C","Established","Not_Success"
100002188,"A00149",89,,17136443,8,16137407,0,0,0,10,0,0,4494,59,"C","Established","Not_Success"
100002189,"A00132",68,,,,,,,,,,,8,19,"C","Established","Not_Success"
100002190,"A00114",70,,3848279,10,2016841,0,0,0,4,0,0,,,"P","Established","Not_Success"
100002191,"A00148",100,,353481390,846166,353481394,0,0,0,3,0,0,,,"C","Established","Not_Success"
100002192,"A00132",,,67212398,534947,8,0,2658525,5515,9,113828,0,,,"C","Established","Not_Success"
100002193,"A00149",,,,,,,,,,,,,,"C","Established","Not_Success"
100002194,"A00148",93,,33680335,191605,1951330,0,19516,22393244,9,0,0,590,57,"C","Established","Not_Success"
100002195,"A00149",76,,103276249,1009782,103112181,0,0,0,10,0,0,,,"C","Established","Not_Success"
100002196,"A00136",109,,63772873,92262,659028,0,757844,59672770,8526,0,0,,,"C","Established","Not_Success"
100002197,"A00148",61,,68092694,242034,68092696,0,0,0,4,0,0,,,"C","Established","Not_Success"
100002198,"A0078",52,,19447661,9,6,0,750,0,7,0,0,,,"C","Established","Success"
100002199,"A00129",65,,,,,,,,,,,1094,122,"C","Established","Not_Success"
100002200,"A00132",,,6262970,285516,9,0,0,0,1,0,0,,,"C","Established","Success"
100002201,"A00114",66,,35169906,10913,34558900,0,0,0,6,0,0,,,"C","Established","Not_Success"
100002202,"A0082",39,,15718544,29176,209842,0,0,0,3,0,0,,,"C","Established","Not_Success"
100002203,"A00149",74,,19872325,3026,214872,0,0,946237,3,0,0,-15388,48,"C","Established","Not_Success"
100002204,"A00142",70,,10963367,47626,1050196,0,0,247042,233449,0,0,,,"C","Established","Success"
100002205,"A00142",,,131957353,1421657,69128154,0,0,12970594,1,0,0,,,"C","Established","Not_Success"
100002206,"A00140",76,,491189256,521324,358407743,131298735,0,0,1,0,0,,,"C","Established","Not_Success"
100002207,"A00148",88,,29422956,168040,544201,0,315625,19707643,8,0,0,6486,117,"C","Established","Not_Success"
100002208,"A00144",76,,36836017,233214,36684455,0,0,0,5,0,6188,1918,28,"C","Established","Not_Success"
100002209,"A00136",116,,,,,,,,,,,11927,64,"C","Established","Not_Success"
100002210,"A00110",,,,,,,,,,,,,,"C","Established","Not_Success"
100002211,"A00149",83,,,,,,,,,,,,,"C","Established","Not_Success"
100002212,"A00137",65,,,,,,,,,,,,,"G","Established","Not_Success"
100002213,"A00134",45,,,,,,,,,,,,,"C","Established","Not_Success"
100002214,"A00122",66,,25049575,3,5,17400548,0,0,4,0,0,6,11,"C","Established","Not_Success"
100002215,"A00122",31,,930529,4347,541003,0,0,0,8,0,0,,,"S","Established","Not_Success"
100002216,"A00132",97,,60532515,26876,2616965,0,7334916,38522648,6,0,0,1463,29,"C","Established","Success"
100002217,"A00132",75,,53608974,23047,51260244,0,0,0,1,0,0,2546,54,"C","Established","Not_Success"
100002218,"A00111",101,,,,,,,,,,,131362,486,"C","Established","Not_Success"
100002219,"A00136",75,,7671044,14027,5994552,0,28339,710136,8,0,0,,,"C","Established","Not_Success"
100002220,"A0090",81,,100621653,49175,13228520,0,6343941,7857076,104791,67237,0,13769,136,"C","Established","Not_Success"
100002221,"A00149",100,,20811057,94581,18223741,0,0,0,10,0,2000,,,"C","Established","Success"
100002222,"A00149",99,,18582385,55890,1915175,0,0,8197563,6,56462,0,,,"C","Established","Not_Success"
100002223,"A00149",86,,14319297,28360,14123160,0,0,0,2,0,0,6712,49,"C","Established","Not_Success"
100002224,"A00139",87,,28766075,99277,5000450,0,0,0,8,0,0,6923,116,"C","Established","Not_Success"
100002225,"A0072",79,,7680243,2943,7,1042573,0,0,5,0,0,7271,67,"C","Established","Not_Success"
100002226,"A00137",61,,132087,126030,7,0,0,0,4,0,0,,,"C","Established","Not_Success"
100002227,"A00141",81,,,,,,,,,,,,,"P","Established","Not_Success"
100002228,"A00140",62,,,,,,,,,,,,,"C","Established","Not_Success"
100002229,"A00149",54,,19938976,194539,19887128,0,0,0,9,0,0,,,"C","Established","Not_Success"
100002230,"A0078",,3,,,,,,,,,,,,"S","Established","Not_Success"
100002231,"A00136",62,,,,,,,,,,,1,58,"C","Established","Not_Success"
100002232,"A00149",27,,,,,,,,,,,,,"P","Established","Not_Success"
100002233,"A00149",71,,4960267,10183,3236594,0,0,0,5,0,0,,,"S","Established","Not_Success"
100002234,"A00149",86,,30048581,158027,4,0,0,27579870,9,0,0,7007,108,"C","Established","Not_Success"
100002235,"A00149",49,,2840452,10,3,0,0,22827,1,0,0,-914,17,"C","Established","Not_Success"
100002236,"A00139",59,7,473080,3,256896,0,0,106751,1,0,0,,,"P","Established","Not_Success"
100002237,"A00149",101,,180448888,1352233,174128597,0,0,0,4,9550,0,4430,83,"C","Established","Not_Success"
100002238,"A00112",,,,,,,,,,,,,,"S","Established","Not_Success"
100002239,"A0086",36,,,,,,,,,,,,,"C","Established","Not_Success"
100002240,"A00132",67,,,,,,,,,,,2,23,"S","Established","Not_Success"
100002241,"A00123",28,,,,,,,,,,,,,"S","Established","Not_Success"
100002242,"A00110",76,,203285531,1638506,27425000,0,12944193,-47475,5,-29488,0,,,"C","Established","Not_Success"
100002243,"A00145",58,,,,,,,,,,,,,"C","Established","Not_Success"
100002244,"A00149",76,,19308880,23412,16977999,92343,0,0,6096,0,0,,,"C","Established","Not_Success"
100002245,"A00111",61,,17969268,9106,799748,0,614051,14084221,1,0,0,,,"C","Established","Not_Success"
100002246,"A00134",70,,5663006,87197,3877924,0,0,0,7,0,0,9,22,"C","Established","Not_Success"
100002247,"A00114",74,,17361238,1,5378351,0,258021,924000,5,0,0,,,"C","Established","Not_Success"
100002248,"A00140",,,126851195,248148,170363,104601371,0,74448,7,0,0,,,"C","Established","Not_Success"
100002249,"A00132",58,,,,,,,,,,,3081,74,"C","Established","Not_Success"
100002250,"A0078",77,,21064543,204642,4,0,0,0,2,0,0,,,"C","Established","Not_Success"
100002251,"A00149",98,,,,,,,,,,,15244,103,"C","Established","Not_Success"
100002252,"A00129",77,,113455719,5051,13005291,0,9103151,12999965,2645283,0,0,-1555,76,"C","Established","Not_Success"
100002253,"A00149",,,19119771,538213,17938139,0,93237,0,9,88718,0,,,"C","Established","Not_Success"
100002254,"A00149",77,,,,,,,,,,,2,37,"C","Established","Not_Success"
100002255,"A00149",93,,27238067,214369,27234593,0,0,0,5,0,0,,,"C","Established","Not_Success"
100002256,"A00132",,,,,,,,,,,,,,"C","Established","Not_Success"
100002257,"A00132",67,,4117154,76078,27008,0,1049104,1970466,31127,0,0,,,"C","Established","Not_Success"
100002258,"A0074",24,,288838,4,25338,187358,0,0,10,0,0,,,"S","Established","Success"
100002259,"A0065",73,,19314551,2,229076,0,6379294,0,5,0,0,,,"P","Established","Not_Success"
100002260,"A00132",84,,,,,,,,,,,,,"C","Established","Not_Success"
100002261,"A0072",88,,,,,,,,,,,29049,70,"C","Established","Not_Success"
100002262,"A00100",89,,56825386,14493820,1676636,3539510,51609240,0,10,0,0,2648,35,"C","Established","Success"
100002263,"A00110",74,,38631088,29522,7776744,224613,2170980,0,7,0,0,,,"C","Established","Not_Success"
100002264,"A0069",38,,3504647,9,656387,0,648467,599385,4,0,0,,,"C","Established","Not_Success"
100002265,"A00110",74,,89184052,3,27186878,0,6612498,0,3987,71849,0,,,"P","Established","Not_Success"
100002266,"A00132",48,,1172133,9,560750,0,0,0,5,0,0,,,"S","Established","Not_Success"
100002267,"A00136",,,35888290,141201,4775385,0,0,3493224,3,0,0,,,"C","Established","Not_Success"
100002268,"A0068",69,,16016865,5626,875495,0,748397,295237,10,0,0,5,31,"C","Established","Not_Success"
100002269,"A00110",78,,755055493,139463,293862068,0,20563462,0,10,-83138,0,,,"C","Established","Not_Success"
100002270,"A00132",109,,30131978,6007,22409376,0,0,0,3,0,0,,,"C","Established","Not_Success"
100002271,"A00110",73,,292944334,341818,77932395,0,5585689,0,5,203677,0,,,"C","Established","Not_Success"
100002272,"A0078",,9,496678,5,6,0,222527,0,10,76840,0,,,"S","Established","Not_Success"
100002273,"A00132",,,,,,,,,,,,,,"C","Established","Not_Success"
100002274,"A00114",48,,7994325,6560,228727,0,0,0,94971,0,0,,,"S","Established","Not_Success"
100002275,"A00141",108,,44577130,786853,38112867,0,0,0,10,0,0,,,"C","Established","Success"
100002276,"A00149",,,,,,,,,,,,,,"C","Established","Not_Success"
100002277,"A00121",57,,18464729,1,98226,0,2974954,706501,8,0,0,,,"P","Established","Not_Success"
100002278,"A0078",17,10,,,,,,,,,,,,"S","Established","Not_Success"
100002279,"A00149",104,,31112992,995146,31112997,0,0,0,10,0,0,,,"C","Established","Success"
100002280,"A00114",69,,7715630,9,820251,0,28643,0,97064,0,0,,,"C","Established","Not_Success"
100002281,"A00134",,,,,,,,,,,,,,"C","Established","Not_Success"
100002282,"A00149",78,,30361690,10044,30242893,0,0,0,9,0,0,,,"C","Established","Not_Success"
100002283,"A0078",33,10,,,,,,,,,,,,"S","Established","Not_Success"
100002284,"A00149",56,,23796906,8809,23796905,0,0,0,5,0,0,,,"C","Established","Not_Success"
100002285,"A00110",74,,282380116,227341,150488776,0,7078175,-60938,3,165886,0,,,"C","Established","Not_Success"
100002286,"A00142",58,,,,,,,,,,,,,"C","Established","Not_Success"
100002287,"A00141",95,,286709065,997763,284723064,0,0,0,8,327900,0,12498,104,"C","Established","Not_Success"
100002288,"A00149",117,,669977106,3879617,193477302,0,0,4680263,5,0,0,,,"C","Established","Success"
100002289,"A00149",53,,,,,,,,,,,4021,100,"C","Established","Not_Success"
100002290,"A00112",64,,24763049,7,-302,1307175,353359,9389,68891,87593,0,,,"S","Established","Not_Success"
100002291,"A00111",85,,16676523,7,7352668,0,0,0,14115,0,0,8834,82,"C","Established","Not_Success"
100002292,"A0079",43,,2713115,7,773438,0,0,1576909,7,0,0,,,"S","Established","Not_Success"
100002293,"A00133",65,,,,,,,,,,,,,"C","Established","Not_Success"
100002294,"A00149",75,,139399158,1190984,137586881,0,0,0,2,0,0,-6172,68,"C","Established","Success"
100002295,"A00149",84,,173087078,182377,172974057,0,0,0,2,265725,0,6625,44,"C","Established","Not_Success"
100002296,"A0077",73,,62963459,483152,4,3568858,0,0,8,96946,0,-2348,229,"C","Established","Not_Success"
100002297,"A00128",76,,,,,,,,,,,7202,97,"L","Established","Not_Success"
100002298,"A0079",,,,,,,,,,,,,,"C","Established","Not_Success"
100002299,"A00141",56,,16574177,69513,16574174,0,0,0,7,0,0,2176,44,"C","Established","Not_Success"
100002300,"A00136",63,,40942602,4002,40861278,0,0,25791,4,0,0,7,11,"C","Established","Not_Success"
100002301,"A00149",,,,,,,,,,,,,,"C","Established","Not_Success"
100002302,"A0069",50,,933086,202804,3,0,0,0,2,0,0,5174,43,"C","Established","Not_Success"
100002303,"A00139",71,,8246890,72751,1,0,0,0,5,0,0,,,"C","Established","Not_Success"
100002304,"A00149",35,,,,,,,,,,,,,"C","Established","Not_Success"
100002305,"A0051",20,,819265,6,7,0,-2555,0,8,254574,0,,,"C","Established","Not_Success"
100002306,"A00110",77,,298173939,1005361,27918828,0,10945391,0,3,184927,0,,,"C","Established","Not_Success"
100002307,"A00110",77,,,,,,,,,,,,,"C","Established","Not_Success"
100002308,"A00133",84,,,,,,,,,,,-11067,67,"C","Established","Not_Success"
100002309,"A0083",,,,,,,,,,,,,,"P","Established","Not_Success"
100002310,"A00149",89,,,,,,,,,,,,,"C","Established","Not_Success"
100002311,"A0068",102,,88563314,130927,10994045,3957023,39788555,15091033,6,0,0,144293,490,"C","Established","Not_Success"
100002312,"A0078",,3,141225,2,2,95171,0,0,5,3500,0,,,"S","Established","Not_Success"
100002313,"A0069",53,,,,,,,,,,,,,"P","Established","Not_Success"
100002314,"A00134",84,,1449403,5216620,50554,117978,0,0,8,0,0,74454,228,"C","Established","Success"
100002315,"A00149",96,,,,,,,,,,,,,"C","Established","Not_Success"
100002316,"A0074",55,,803533,1249,26986,-1084,0,0,6,0,0,,,"C","Established","Success"
100002317,"A0069",,,,,,,,,,,,,,"C","Established","Not_Success"
100002318,"A00149",,,12183208,38975,6360905,0,0,587806,2,0,0,,,"C","Established","Not_Success"
100002319,"A0074",38,1,156067,8,10,67720,0,0,5,0,0,,,"S","Established","Not_Success"
100002320,"A00149",76,,10391904,10372,1250687,0,57769,8027628,10,0,0,1701,34,"C","Established","Not_Success"
100002321,"A00141",72,,12643108,3,3280731,281251,2895718,1579041,4,0,0,7,37,"C","Established","Not_Success"
100002322,"A0072",,,1466259,2,28876,379159,0,5998,3,0,0,,,"S","Established","Not_Success"
100002323,"A00148",91,,26545862,3517,8326826,0,0,2232675,2,0,0,,,"C","Established","Not_Success"
100002324,"A0083",61,,873939,81584,27971,279304,0,0,8,0,0,,,"P","Established","Not_Success"
100002325,"A00149",84,,109470629,189330,107846166,0,0,0,7,0,0,5566,188,"C","Established","Not_Success"
100002326,"A0074",51,,370104882,1408994,1,0,0,0,3,0,0,,,"C","Established","Not_Success"
100002327,"A00145",96,,102575185,979588,21283184,0,0,77591852,4,0,0,,,"C","Established","Not_Success"
100002328,"A0069",68,,16031763,1761111,9,0,0,0,2,0,0,15949,222,"C","Established","Not_Success"
100002329,"A00133",87,,253855776,605872,72773421,0,-25838,0,149358,0,0,,,"C","Established","Not_Success"
100002330,"A00114",49,,,,,,,,,,,9,38,"P","Established","Not_Success"
100002331,"A00149",46,,1931237,5,1881822,0,0,0,1,0,0,,,"C","Established","Not_Success"
100002332,"A00114",66,,23311970,12405,8157799,0,0,105700,3,0,0,,,"C","Established","Not_Success"
100002333,"A00149",68,,9316945,32017,9291937,0,0,0,5,0,0,,,"C","Established","Not_Success"
100002334,"A00132",,,,,,,,,,,,,,"C","Established","Not_Success"
100002335,"A00140",55,,,,,,,,,,,,,"C","Established","Not_Success"
100002336,"A00149",47,,,,,,,,,,,,,"C","Established","Not_Success"
100002337,"A00149",,15,3530783,11257,444662,0,0,107089,9,0,0,,,"S","Established","Not_Success"
100002338,"A0080",40,5,3586204,45166,284369,61582,666841,121064,30118,941909,0,,,"S","Established","Not_Success"
100002339,"A00149",78,,13686990,4066,8143956,0,0,0,7,164288,5000,-37087,95,"C","Established","Not_Success"
100002340,"A00114",,,14422712,1,7940416,0,0,0,4,0,0,,,"C","Established","Not_Success"
100002341,"A00110",83,,273796006,1014214,116940566,0,10920903,0,1,252250,0,,,"C","Established","Success"
100002342,"A0059",11,,59063,5294,6,0,0,0,6,0,0,,,"S","Established","Success"
100002343,"A00132",91,,521445024,2177495,8,0,521443984,0,1136940,0,0,,,"C","Established","Not_Success"
100002344,"A00102",,,15394082,441880,9,0,11972529,0,3,0,0,,,"C","Established","Success"
100002345,"A00102",42,,4763060,6,330655,0,202525,0,7,0,0,,,"C","Established","Not_Success"
100002346,"A00142",54,,,,,,,,,,,2,23,"C","Established","Not_Success"
100002347,"A00141",56,,,,,,,,,,,1136,152,"C","Established","Not_Success"
100002348,"A00149",80,,121338496,1670950,117753142,0,0,0,3,0,77350,-28227,282,"C","Established","Success"
100002349,"A00141",,,18838573,9426,6455261,0,0,10322154,3,0,0,,,"C","Established","Not_Success"
100002350,"A00145",99,,177540114,885690,23322603,0,1461950,132010618,1,89038,1028600,16240,155,"C","Established","Success"
100002351,"A00137",69,,1784898,1179778,5,718750,0,0,8,0,0,,,"C","Established","Not_Success"
100002352,"A00141",72,,136241169,148646,136212790,0,0,0,1,0,0,9769,58,"C","Established","Not_Success"
100002353,"A00149",55,,,,,,,,,,,,,"C","Established","Not_Success"
100002354,"A00149",94,,,,,,,,,,,,,"C","Established","Not_Success"
100002355,"A00101",59,,31629356,67494,-164510,0,0,0,9,0,0,3,21,"C","Established","Success"
100002356,"A0052",58,,,,,,,,,,,,,"C","Established","Not_Success"
100002357,"A00148",71,,,,,,,,,,,10286,35,"C","Established","Not_Success"
100002358,"A00149",80,,,,,,,,,,,6778,69,"C","Established","Not_Success"
100002359,"A00142",112,,1922678905,12116714,1921119465,0,0,0,1,0,0,,,"C","Established","Not_Success"
100002360,"A00149",108,,43728542,243508,22390096,0,0,2739882,4,0,0,40339,184,"C","Established","Not_Success"
100002361,"A00140",71,,,,,,,,,,,9,28,"C","Established","Not_Success"
100002362,"A00148",87,,,,,,,,,,,,,"C","Established","Not_Success"
100002363,"A00132",95,,,,,,,,,,,,,"C","Established","Not_Success"
100002364,"A00149",,,,,,,,,,,,,,"P","Established","Not_Success"
100002365,"A00141",84,,53665024,315456,52747717,0,0,0,2,0,0,21652,155,"C","Established","Not_Success"
100002366,"A00132",70,,13109092,5193175,988386,3714,158738,97593,10,24,0,10,10,"C","Established","Not_Success"
100002367,"A00141",61,,119508386,10,119422979,0,0,0,10,0,37562,,,"C","Established","Not_Success"
100002368,"A00149",51,,,,,,,,,,,,,"C","Established","Not_Success"
100002369,"A00136",,,30209125,650957,17176717,0,1831295,3801634,10,0,48437500,,,"C","Established","Success"
100002370,"A0072",73,,64704380,8,49714497,363164,0,0,1,0,0,,,"C","Established","Not_Success"
100002371,"A00149",95,,,,,,,,,,,,,"C","Established","Not_Success"
100002372,"A00144",79,,948888748,2368964,947626363,0,-127238,41560,6,0,36750,,,"C","Established","Success"
100002373,"A00102",65,,,,,,,,,,,10,25,"C","Established","Not_Success"
100002374,"A00129",58,,443547,177030,6,0,9463,0,9,0,0,,,"P","Established","Not_Success"
