Case_ID,BUS__CODE,SCORE,A_EmployeeCount,A_GrossSales,A_ExtaxPurch,A_Resales,A_FoodCosts,A_LaborCosts,A_IOC,A_BadDebts,A_TOPP,A_SalesFinal,PriorAuditTax,PriorAuditHours,OwnCode,Status,Y_AuditResult
100007377,"A00111",39,,607952,1286105,91378,0,230432,0,7,0,0,,,"D","Established","Success"
100007378,"A00148",89,,10455874,177828,897380,0,25144,6464045,5839,11440,0,30001,72,"C","Established","Not_Success"
100007379,"A0072",,9,,,,,,,,,,,,"M","Established","Not_Success"
100007380,"A00149",,,,,,,,,,,,,,"C","Established","Not_Success"
100007381,"A0084",43,,,,,,,,,,,,,"P","Established","Not_Success"
100007382,"A0069",,,2241233,5,6,0,0,1076860,10,0,0,,,"C","Established","Not_Success"
100007383,"A00149",,,1332650,3445,1214891,0,0,0,10,0,0,,,"C","Established","Not_Success"
100007384,"A0074",24,,189932,4,94251,15200,0,0,2,0,1938,,,"C","Established","Not_Success"
100007385,"A00133",37,,31348415,365371,-497382,0,0,5563287,5,0,0,,,"C","Established","Success"
100007386,"A0069",47,,18827106,57148,3121510,15213263,0,-17700,4,0,0,,,"C","Established","Not_Success"
100007387,"A0068",61,,4443177,16052,132675,0,1005701,257989,9,0,0,,,"C","Established","Not_Success"
100007388,"A00149",63,,10527856,41989,538607,0,0,8292154,8,0,0,,,"C","Established","Not_Success"
100007389,"A00134",37,,,,,,,,,,,,,"C","Established","Not_Success"
100007390,"A00112",60,19,5795075,32554,1,778042,0,0,10,7221,0,,,"M","Established","Not_Success"
100007391,"A0068",50,,12424340,125489,6071924,0,15207,4985395,7,0,0,,,"C","Established","Not_Success"
100007392,"A0068",49,,,,,,,,,,,,,"C","Established","Not_Success"
100007393,"A00133",84,,4288780,653,311113,0,3270672,0,7,0,0,23315,133,"C","Established","Success"
100007394,"A00139",72,,7,1915200,3,0,0,0,10,0,0,,,"C","Established","Success"
100007395,"A00112",67,,27853376,1840,157167,628743,220421,0,238904,0,0,,,"C","Established","Success"
100007396,"A0068",36,,,,,,,,,,,,,"C","Established","Not_Success"
100007397,"A00111",52,,3577550,781,124730,0,1643979,0,1516,0,0,,,"C","Established","Not_Success"
100007398,"A00144",,2,,,,,,,,,,,,"S","Established","Not_Success"
100007399,"A00149",53,,3472427,45695,3472426,0,0,0,5,0,0,,,"C","Established","Not_Success"
100007400,"A0084",43,13,,,,,,,,,,,,"S","Established","Not_Success"
100007401,"A00149",,,9712963,6892,471454,0,601470,0,6,0,0,,,"C","Established","Not_Success"
100007402,"A00149",,,,,,,,,,,,,,"M","Established","Not_Success"
100007403,"A00132",,,1278530,1,82819,0,4868,3463,2,0,0,,,"S","Established","Not_Success"
100007404,"A0083",38,,2119349,8,8,1158518,0,0,4,19175,0,,,"P","Established","Not_Success"
100007405,"A0069",24,,545237,75513,329997,0,0,0,536,0,455,,,"S","Established","Success"
100007406,"A00148",48,,1200380,8,639103,0,536,408791,1,0,0,,,"C","Established","Not_Success"
100007407,"A00132",,,,,,,,,,,,,,"C","Established","Not_Success"
100007408,"A0083",48,13,2794819,4,10,1340834,0,0,8,0,0,,,"S","Established","Not_Success"
100007409,"A00139",52,,3977864,6,21553,0,2820,0,1,0,0,,,"C","Established","Not_Success"
100007410,"A00116",52,,4707535,4,2173,0,1161345,0,6,0,0,,,"S","Established","Success"
100007411,"A0071",65,,10061505,10,253663,2792382,0,0,304,0,0,,,"C","Established","Not_Success"
100007412,"A00112",45,,10706678,8,28521,1001513,0,0,13689,0,0,,,"P","Established","Success"
100007413,"A00132",52,,5964551,8,8,0,0,5679646,6,0,0,,,"C","Established","Not_Success"
100007414,"A0053",49,,9117327,239916,5,0,0,0,6,0,0,,,"L","Established","Success"
100007415,"A00132",,,4804297,37327,2250180,0,2554124,0,10,0,0,,,"C","Established","Not_Success"
100007416,"A00112",68,,,,,,,,,,,,,"C","Established","Not_Success"
100007417,"A00139",,,,,,,,,,,,,,"L","Established","Not_Success"
100007418,"A0085",28,38,562042,6,3,0,0,0,5,0,0,,,"S","Established","Success"
100007419,"A0068",,,8076919,3,732649,0,1186995,563285,15854,546668,0,,,"S","Established","Not_Success"
100007420,"A00112",61,,11144807,11027,6,1365516,0,0,8,0,0,,,"C","Established","Not_Success"
100007421,"A0085",26,,625114,7,9,0,0,0,7,0,0,,,"D","Established","Success"
100007422,"A0069",42,5,2484988,8,1064294,0,172612,153914,18156,0,0,,,"S","Established","Not_Success"
100007423,"A00114",55,10,2249325,3,518167,0,0,0,10,0,0,,,"S","Established","Not_Success"
100007424,"A00110",,,40504054,100249,12645701,0,2551542,0,10,11827,0,,,"C","Established","Not_Success"
100007425,"A0085",,,,,,,,,,,,,,"C","Established","Not_Success"
100007426,"A00114",56,,14729472,6210,319977,0,0,0,1,0,0,,,"C","Established","Not_Success"
100007427,"A00133",64,,10232259,3,6803261,0,251183,1822428,6,0,0,,,"C","Established","Not_Success"
100007428,"A00135",,,12587147,100401,10,-840125,4180541,-77068,3,0,0,,,"C","Established","Success"
100007429,"A00114",,,,,,,,,,,,,,"C","Established","Not_Success"
100007430,"A00139",57,,3258416,13256,75636,0,1261229,75436,10,0,0,,,"C","Established","Not_Success"
100007431,"A00132",55,,6073409,4,28859,0,892100,28951,8,204235,0,,,"S","Established","Not_Success"
100007432,"A00139",,,7544226,10032,512368,0,0,25698,9,0,0,,,"C","Established","Not_Success"
100007433,"A00141",61,,24210106,97638,19690939,0,0,2552920,536,0,0,,,"C","Established","Not_Success"
100007434,"A00112",,,,,,,,,,,,,,"C","Established","Not_Success"
100007435,"A0068",,,1093988,6,-105104,0,0,0,9,0,0,,,"C","Established","Not_Success"
100007436,"A0070",35,,350605,31601,1,0,0,0,2,4300,0,,,"S","Established","Success"
100007437,"A00144",56,,19507782,58864,1226682,0,0,18195891,5,0,0,,,"D","Established","Not_Success"
100007438,"A00144",39,,1526319,15328,4,0,0,0,3,0,0,,,"D","Established","Not_Success"
100007439,"A00140",97,,,,,,,,,,,20237,38,"C","Established","Not_Success"
100007440,"A0078",,,,,,,,,,,,,,"S","Established","Not_Success"
100007441,"A00129",45,,,,,,,,,,,,,"C","Established","Not_Success"
100007442,"A00149",48,,1193213,8,1075479,0,0,0,7,0,0,,,"C","Established","Not_Success"
100007443,"A00136",77,,6676854,9,1099146,0,167366,3177853,3,0,0,,,"C","Established","Success"
100007444,"A0083",,,950154,382,9,688777,0,0,8,0,0,,,"C","Established","Not_Success"
100007445,"A0069",45,,9734796,161503,8,32754,0,0,-97,0,0,,,"D","Established","Not_Success"
100007446,"A0091",,,,,,,,,,,,,,"C","Established","Not_Success"
100007447,"A0069",,,25898947,2,8,0,0,0,10,0,0,,,"D","Established","Not_Success"
100007448,"A00133",84,,10159982,297374,8406197,0,0,0,4,0,0,101860,263,"C","Established","Not_Success"
100007449,"A0085",26,,517483,7,5580,-4482,0,0,6,0,0,,,"P","Established","Not_Success"
100007450,"A00114",45,,3368933,3,52267,0,0,0,10,0,0,,,"S","Established","Success"
100007451,"A00142",56,,,,,,,,,,,,,"C","Established","Not_Success"
100007452,"A00139",,,,,,,,,,,,,,"C","Established","Not_Success"
100007453,"A00110",,,174962699,-81549,77577498,0,10605098,-692912,8,-106262,0,,,"D","Established","Success"
100007454,"A00125",47,,,,,,,,,,,,,"C","Established","Not_Success"
100007455,"A00114",,,48460,8,6,0,0,0,1,0,0,,,"S","Established","Success"
100007456,"A00149",65,,2176606,4267,2000493,0,161286,0,3,0,0,,,"C","Established","Not_Success"
100007457,"A0069",,,,,,,,,,,,,,"C","Established","Not_Success"
100007458,"A00149",43,12,907909,1,8,0,0,0,8,0,0,,,"S","Established","Not_Success"
100007459,"A00129",,,,,,,,,,,,,,"C","Established","Not_Success"
100007460,"A00112",,,,,,,,,,,,,,"S","Established","Not_Success"
100007461,"A00146",,,,,,,,,,,,,,"D","Established","Not_Success"
100007462,"A00139",,,,,,,,,,,,,,"C","Established","Not_Success"
100007463,"A0069",29,,,,,,,,,,,,,"C","Established","Not_Success"
100007464,"A0051",49,,11517380,2,9,0,0,0,1,0,0,,,"C","Established","Success"
100007465,"A00136",,,72160737,1903474,9024055,0,0,62807995,1,0,397912,,,"C","Established","Success"
100007466,"A0068",53,,111679731,111120,15465920,0,0,86159936,10,0,0,,,"C","Established","Not_Success"
100007467,"A0083",65,,,,,,,,,,,,,"C","Established","Not_Success"
100007468,"A00144",,,,,,,,,,,,,,"S","Established","Not_Success"
100007469,"A00149",42,,1039178,1951,853091,0,0,0,9,0,0,,,"C","Established","Not_Success"
100007470,"A00133",72,,7335980,314023,147686,0,250392,5706014,906,0,0,,,"C","Established","Success"
100007471,"A00148",,,4839410,8,567945,0,725264,0,3,0,0,,,"C","Established","Success"
100007472,"A0085",59,,,,,,,,,,,,,"P","Established","Not_Success"
100007473,"A0074",42,,902631,2,7,785015,329,1493,2,0,0,,,"S","Established","Success"
100007474,"A0072",39,,1313933,2,2,194047,0,0,10,0,0,,,"S","Established","Not_Success"
100007475,"A00100",45,,23419348,6,23258536,0,0,0,6,0,19075,,,"C","Established","Not_Success"
100007476,"A00145",,,,,,,,,,,,,,"S","Established","Not_Success"
100007477,"A0068",43,,2245688,59254,712911,0,743193,0,5,0,0,,,"S","Established","Success"
100007478,"A00112",,,7719948,369155,-6741,198689,73402,6500,10,1597,0,,,"S","Established","Not_Success"
100007479,"A0072",,,1360662,2908,6,422643,0,0,8,0,0,,,"S","Established","Success"
100007480,"A0069",41,,,,,,,,,,,,,"C","Established","Not_Success"
100007481,"A00132",,,26280870,2229198,4,0,0,0,3,0,0,,,"L","Established","Success"
100007482,"A00114",,,,,,,,,,,,,,"C","Established","Not_Success"
100007483,"A00149",,,,,,,,,,,,,,"S","Established","Not_Success"
100007484,"A0078",53,,268555585,391372,6,0,16988269,0,5,1864321,0,,,"C","Established","Not_Success"
100007485,"A00139",57,,,,,,,,,,,,,"C","Established","Not_Success"
100007486,"A00110",70,,10317257,6,1246553,0,0,0,4,0,0,,,"D","Established","Success"
100007487,"A00149",82,,,,,,,,,,,,,"C","Established","Not_Success"
100007488,"A00141",56,,4943852,4,1104771,0,0,0,3,0,0,,,"C","Established","Success"
100007489,"A0069",41,,,,,,,,,,,,,"D","Established","Not_Success"
100007490,"A00121",36,,,,,,,,,,,,,"C","Established","Not_Success"
100007491,"A0085",50,,,,,,,,,,,,,"D","Established","Not_Success"
100007492,"A0074",30,,1073699,10,747805,94450,0,0,4,0,0,,,"C","Established","Not_Success"
100007493,"A00112",,,43173214,5,10,1099733,0,0,2,230706,0,,,"C","Established","Not_Success"
100007494,"A0068",57,,2852630,5,128506,0,214033,737061,244,0,0,,,"C","Established","Not_Success"
100007495,"A0068",,,7839865,6,1836554,0,113274,4942805,5408,2132,0,,,"C","Established","Not_Success"
100007496,"A0078",44,,20576320,29735,15436307,0,0,3657107,3,0,0,,,"C","Established","Success"
100007497,"A0072",38,,,,,,,,,,,,,"S","Established","Not_Success"
100007498,"A00133",62,,12185601,10267,11913899,0,13297,0,6,14746,0,,,"C","Established","Not_Success"
100007499,"A00132",,,,,,,,,,,,,,"P","Established","Not_Success"
100007500,"A0069",75,,9360606,14975988,2,0,0,0,8,0,0,,,"C","Established","Not_Success"
100007501,"A0083",57,,2197976,195452,2,921183,90081,0,9,0,0,,,"M","Established","Success"
100007502,"A0083",40,1,,,,,,,,,,,,"M","Established","Not_Success"
100007503,"A00132",,,2451608,64164,4,0,0,0,4,0,0,,,"C","Established","Not_Success"
100007504,"A00114",63,,,,,,,,,,,,,"P","Established","Not_Success"
100007505,"A0083",26,,612191,35248,39397,485591,0,0,7,0,0,,,"S","Established","Success"
100007506,"A00114",46,,,,,,,,,,,,,"C","Established","Not_Success"
100007507,"A00132",,,,,,,,,,,,,,"S","Established","Not_Success"
100007508,"A0067",49,,7103187,4982,9,0,699524,282700,3819,0,0,,,"C","Established","Not_Success"
100007509,"A0069",18,,673407,1,1517,0,-93586,0,911,0,0,,,"C","Established","Success"
100007510,"A0059",44,,,,,,,,,,,,,"C","Established","Not_Success"
100007511,"A0085",,,,,,,,,,,,,,"C","Established","Not_Success"
100007512,"A00112",,,10065627,2,8,398440,0,0,10,0,0,,,"C","Established","Not_Success"
100007513,"A0083",50,13,,,,,,,,,,,,"S","Established","Not_Success"
100007514,"A0068",34,,,,,,,,,,,,,"S","Established","Not_Success"
100007515,"A00114",53,,,,,,,,,,,,,"C","Established","Not_Success"
100007516,"A00110",,,1107298,10,1,0,0,31416,5,0,0,,,"C","Established","Not_Success"
100007517,"A00117",49,,770885,213187,5,3389,87307,0,6,123458,0,,,"D","Established","Not_Success"
100007518,"A00111",,,,,,,,,,,,,,"D","Established","Not_Success"
100007519,"A0062",31,,1361551,5,10,0,49649,264063,10,0,0,,,"S","Established","Success"
100007520,"A00149",,,,,,,,,,,,,,"C","Established","Not_Success"
100007521,"A0086",,,,,,,,,,,,,,"D","Established","Not_Success"
100007522,"A0086",50,,,,,,,,,,,,,"D","Established","Not_Success"
100007523,"A00149",,,3512070,32834,1489746,0,150666,0,6,0,0,,,"C","Established","Not_Success"
100007524,"A00139",48,,6497205,25459,1643305,0,0,4646907,10,0,0,,,"C","Established","Not_Success"
100007525,"A00149",70,,,,,,,,,,,,,"D","Established","Not_Success"
100007526,"A0078",25,,,,,,,,,,,,,"C","New","Not_Success"
100007527,"A00149",,,30100833,40782,1,0,0,0,10,0,0,,,"C","Established","Not_Success"
100007528,"A00149",81,,17144477,2,489271,0,6736734,345219,1,5482597,0,,,"C","Established","Not_Success"
100007529,"A0078",,,5134511,3,1731916,0,454493,425251,5248,577,0,,,"C","Established","Success"
100007530,"A00110",,,148532023,94870,29884411,0,9733475,0,9,109575,375375,,,"C","Established","Success"
100007531,"A0074",33,,,,,,,,,,,,,"S","Established","Not_Success"
100007532,"A00149",68,,14232636,11103,5930626,0,934945,5479282,3,0,0,,,"C","Established","Not_Success"
100007533,"A00149",53,,3571981,9170,3515972,0,0,0,2,0,0,,,"D","Established","Not_Success"
100007534,"A0083",,,26294605,8,2,20709932,0,0,6,0,0,,,"C","Established","Success"
100007535,"A00136",54,,14937377,1114587,1252096,1140414,0,12156042,2,0,0,,,"C","Established","Success"
100007536,"A00149",,,,,,,,,,,,,,"C","Established","Not_Success"
100007537,"A0083",,8,1579886,6,10,215543,0,0,4,0,0,,,"S","Established","Not_Success"
100007538,"A00149",55,,,,,,,,,,,,,"C","Established","Not_Success"
100007539,"A00121",23,,376936,7,6,0,147741,0,1,0,0,,,"S","Established","Not_Success"
100007540,"A00100",,,,,,,,,,,,,,"S","Established","Not_Success"
100007541,"A00149",42,,299041,1,7,0,0,0,3,0,0,,,"C","Established","Success"
100007542,"A00111",,,,,,,,,,,,,,"P","Established","Not_Success"
100007543,"A00149",,,102781465,114838,13472377,0,105795,89106987,6,0,0,,,"C","Established","Not_Success"
100007544,"A0069",41,,6361494,138429,3109554,0,0,0,5,0,0,,,"C","Established","Not_Success"
100007545,"A0068",,,,,,,,,,,,,,"C","Established","Not_Success"
100007546,"A0068",31,,,,,,,,,,,,,"C","Established","Not_Success"
100007547,"A00141",,,,,,,,,,,,,,"C","Established","Not_Success"
100007548,"A00144",,,7187328,5,2,0,0,0,64064,0,0,,,"S","Established","Success"
100007549,"A0084",32,,482807,2213,3,408312,0,0,2,0,0,,,"S","Established","Not_Success"
100007550,"A00149",,,4640479,12495,684851,0,1308540,345363,8,0,0,,,"C","Established","Not_Success"
100007551,"A0085",23,,289976,7,4,4000,0,0,8,0,0,,,"M","Established","Success"
100007552,"A00129",35,,3357632,8820,101217,0,373,2936583,3,0,0,,,"C","Established","Not_Success"
100007553,"A0080",,,3990199,6,603504,4420,104977,1889555,1,0,0,,,"C","Established","Success"
100007554,"A0068",,,9769983,9,8,0,-4382,0,8,0,0,,,"C","Established","Success"
100007555,"A00139",,,8824431,73367,7,0,8521206,0,6,0,0,,,"C","Established","Not_Success"
100007556,"A00149",54,,,,,,,,,,,2401,117,"C","Established","Not_Success"
100007557,"A00134",31,4,199839,60049,48517,0,146630,0,4,756,0,,,"M","Established","Not_Success"
100007558,"A00149",49,,,,,,,,,,,,,"D","Established","Not_Success"
100007559,"A0071",13,13,170268,9,8,158886,0,0,7,0,0,,,"S","Established","Not_Success"
100007560,"A00114",30,,,,,,,,,,,,,"S","Established","Not_Success"
100007561,"A00112",,,10154371,3,1,346348,268230,0,6,0,0,,,"M","Established","Not_Success"
100007562,"A0068",61,,53983881,820822,29240423,0,14634012,5037268,6,0,0,,,"D","Established","Not_Success"
100007563,"A00132",,,,,,,,,,,,,,"C","Established","Not_Success"
100007564,"A0084",53,,2167126,1,5,965917,0,0,1,0,0,,,"S","Established","Not_Success"
100007565,"A00112",59,,30046416,8,3,1715653,0,0,4,0,0,,,"C","Established","Not_Success"
100007566,"A00111",46,,,,,,,,,,,,,"D","Established","Not_Success"
100007567,"A00114",44,,2355127,65051,7899,0,0,0,10,0,0,,,"S","Established","Success"
100007568,"A0068",,,,,,,,,,,,,,"S","Established","Not_Success"
100007569,"A00149",,,,,,,,,,,,,,"C","Established","Not_Success"
100007570,"A00149",69,,,,,,,,,,,,,"C","Established","Not_Success"
100007571,"A0068",,,7109832,45007,5477970,0,620105,0,7,0,0,,,"C","Established","Success"
100007572,"A00149",58,,2867710,7,448833,0,561,0,18323,-73,3800,,,"C","Established","Success"
100007573,"A00139",81,,7733736,4546,7,0,63337,1811168,8,0,0,-1064,123,"P","Established","Not_Success"
100007574,"A00114",,,4675865,7,-2633,0,0,7000,10,7412,0,,,"C","Established","Not_Success"
100007575,"A0066",,,15113437,51484,748303,0,0,2550291,3,0,0,,,"D","Established","Not_Success"
100007576,"A00149",65,,65458585,932279,213122,0,378791,64618815,6,0,0,,,"C","Established","Success"
100007577,"A00122",67,,,,,,,,,,,,,"C","Established","Not_Success"
100007578,"A00136",74,,4869576,1442212,-183610,0,229395,3435212,3,0,0,,,"C","Established","Not_Success"
100007579,"A00132",70,,7410353,76466,4900370,0,0,0,2,0,0,,,"C","Established","Not_Success"
100007580,"A0076",35,11,2057015,1,2004,4450,0,0,6,0,0,,,"S","Established","Success"
100007581,"A00149",49,,,,,,,,,,,,,"C","Established","Not_Success"
100007582,"A00122",61,,9758691,8,414978,0,169805,73192,7,0,0,,,"C","Established","Success"
100007583,"A00149",79,,7809359,25514,455679,0,269181,68593,8,0,0,8389,76,"C","Established","Not_Success"
100007584,"A0068",10,7,796199,7,547614,0,30687,0,7,0,0,,,"S","Established","Not_Success"
100007585,"A00149",,,,,,,,,,,,,,"M","Established","Not_Success"
100007586,"A0069",50,,20166302,5,6156331,0,0,13638178,6,0,0,,,"C","Established","Not_Success"
100007587,"A00139",,,7470039,8,5,0,4129348,0,4,0,0,,,"C","Established","Not_Success"
100007588,"A0074",33,7,,,,,,,,,,,,"S","Established","Not_Success"
100007589,"A0068",38,,,,,,,,,,,,,"C","Established","Not_Success"
100007590,"A0086",,,2162018,10,5047,74894,0,0,1,0,0,,,"C","Established","Not_Success"
100007591,"A00144",,,,,,,,,,,,,,"C","Established","Not_Success"
100007592,"A00132",,5,,,,,,,,,,,,"S","Established","Not_Success"
100007593,"A0069",35,,2174182,9,4,0,1307062,0,7,121503,0,,,"C","Established","Not_Success"
100007594,"A00149",68,,8669181,738045,1003722,0,0,7327372,9,0,0,,,"C","Established","Success"
100007595,"A0069",40,,1625793,6,9,0,1436817,0,5,0,0,,,"S","Established","Success"
100007596,"A0086",,,,,,,,,,,,,,"C","Established","Not_Success"
100007597,"A0068",,,,,,,,,,,,,,"C","Established","Not_Success"
100007598,"A00114",36,,683755,4,18045,0,0,0,2,0,0,,,"C","Established","Success"
100007599,"A0091",,,8728105,103704,65081,0,0,0,3,0,0,,,"C","Established","Success"
100007600,"A0070",58,,10274160,6,133787,1855360,11045,0,9,0,0,,,"C","Established","Not_Success"
100007601,"A00114",42,,47317,6,4,0,0,0,1,0,0,,,"S","Established","Success"
100007602,"A00149",,,,,,,,,,,,,,"D","Established","Not_Success"
100007603,"A0068",66,,2,8267746,4,0,0,0,5,0,0,,,"C","Established","Success"
100007604,"A0068",41,,5766997,1,1335785,0,0,3828227,10,0,0,,,"S","Established","Not_Success"
100007605,"A00139",,,16506790,187654,10,0,0,0,7,0,0,,,"D","Established","Not_Success"
100007606,"A0084",41,,1268286,755330,4,896108,0,0,3,0,0,,,"S","Established","Success"
100007607,"A00133",,,,,,,,,,,,,,"M","Established","Not_Success"
100007608,"A0068",47,,56558684,31630,46106770,0,0,10107019,3903,0,0,,,"C","Established","Success"
100007609,"A0072",38,,753657,1,4,308340,0,0,10,0,0,,,"C","Established","Not_Success"
100007610,"A00117",,,,,,,,,,,,,,"D","Established","Not_Success"
100007611,"A00112",,,6123610,65790,7,612706,0,0,4,0,0,,,"P","Established","Not_Success"
100007612,"A00121",20,8,245242,8,8,0,120846,0,4,0,0,,,"S","Established","Not_Success"
100007613,"A00134",101,,123220141,933485,1,0,0,0,27764,0,0,36626,144,"C","Established","Success"
100007614,"A00134",36,,660580,722957,9,0,0,0,2,0,0,,,"C","Established","Success"
100007615,"A00139",,,,,,,,,,,,,,"C","Established","Not_Success"
100007616,"A0083",55,,6236718,5,772448,4808781,0,0,3,0,0,,,"C","Established","Not_Success"
100007617,"A0069",22,,544830,9,53509,0,29250,0,26598,382,0,,,"P","Established","Success"
100007618,"A00121",37,,,,,,,,,,,,,"C","Established","Not_Success"
100007619,"A0080",31,,130439,1,6,0,0,0,6,0,0,,,"S","Established","Success"
100007620,"A0080",,,15110890,3367,80350,0,1899,94855,2,0,0,,,"C","Established","Not_Success"
100007621,"A0069",47,,738423,1171443,6,0,0,0,9,0,0,,,"C","Established","Success"
100007622,"A00149",,,,,,,,,,,,,,"M","Established","Not_Success"
100007623,"A0067",15,,,,,,,,,,,,,"S","Established","Not_Success"
100007624,"A00149",50,11,,,,,,,,,,,,"M","Established","Not_Success"
100007625,"A00132",,,81457176,630616,77726577,0,0,0,6,0,19975,,,"C","Established","Not_Success"
100007626,"A0069",34,,,,,,,,,,,,,"D","Established","Not_Success"
100007627,"A00114",72,,4436816,10,10,0,0,0,11728,8275,0,,,"C","Established","Not_Success"
100007628,"A0068",,,42966211,94530,13044398,0,1222659,3571008,223285,0,129525,,,"D","Established","Success"
100007629,"A00148",80,,,,,,,,,,,,,"C","Established","Not_Success"
100007630,"A00141",50,,258869206,659789,258506970,0,0,0,4,0,0,,,"C","Established","Success"
100007631,"A00149",54,,6799226,57118,921795,0,0,0,8,0,0,2,14,"D","Established","Not_Success"
100007632,"A0067",15,,,,,,,,,,,,,"S","Established","Not_Success"
100007633,"A0069",24,,443547,9,11771,0,18081,0,9,0,0,,,"C","Established","Not_Success"
100007634,"A00129",43,,1231033,523704,9,0,0,0,5,0,0,,,"L","Established","Not_Success"
100007635,"A0085",35,,709224,9,4,0,0,0,6,0,0,,,"M","Established","Success"
100007636,"A00149",60,,10445737,5,10042946,0,5591,86320,5,0,0,,,"C","Established","Not_Success"
100007637,"A00133",,,447688706,8,444294488,0,0,3260317,7,0,18150,,,"C","Established","Not_Success"
100007638,"A00135",,,3245215,10,4,0,0,0,7,0,0,,,"C","Established","Success"
100007639,"A00114",,9,30127795,1766,10953881,0,0,5651862,3,0,17675,,,"C","Established","Not_Success"
100007640,"A0083",42,5,2266304,5,1,2180836,0,0,6,0,0,,,"M","Established","Success"
100007641,"A0065",42,,3308527,7,9,0,354166,0,2,0,0,,,"C","Established","Success"
100007642,"A00148",,,1788671,49934,1360656,0,16360,2900,10,0,0,,,"C","Established","Not_Success"
100007643,"A00135",75,,314944,4,2,0,0,0,6,0,0,,,"C","Established","Success"
100007644,"A0069",39,,,,,,,,,,,,,"D","Established","Not_Success"
100007645,"A0083",,,908912,9202,45656,523152,18336,0,6,0,0,,,"P","Established","Success"
100007646,"A00133",,,526551,38292,288473,0,0,202658,3,0,3025,,,"D","Established","Not_Success"
100007647,"A00132",,,13618768,2893843,9449323,0,2099124,0,8,377025,0,,,"C","Established","Not_Success"
100007648,"A0081",45,,27866538,8,178777,0,355220,215440,7,0,0,,,"P","Established","Not_Success"
100007649,"A0069",40,,8625762,15701,3,0,596963,7482465,1,0,0,,,"C","Established","Not_Success"
100007650,"A0074",35,,2728460,8,6,0,0,0,5,0,0,,,"C","Established","Success"
100007651,"A00135",41,,19897,8,7,0,0,0,5,0,0,,,"S","Established","Not_Success"
100007652,"A00133",,,,,,,,,,,,,,"C","Established","Not_Success"
100007653,"A00132",57,,462050,6,6,0,0,0,4,0,0,,,"S","Established","Not_Success"
100007654,"A00139",57,,73621,2131905,8,0,0,0,5,0,0,,,"C","Established","Success"
100007655,"A00132",83,,9138921,14545,10,0,3540663,0,9,0,0,5991,60,"C","Established","Not_Success"
100007656,"A00111",52,,,,,,,,,,,,,"S","Established","Not_Success"
100007657,"A00140",,,5198160,5,6,0,3016714,0,2,192,0,,,"C","Established","Not_Success"
100007658,"A00149",50,,,,,,,,,,,,,"C","Established","Not_Success"
100007659,"A0074",42,,1849130,3,8,1234181,0,0,3,0,0,,,"C","Established","Success"
100007660,"A0084",62,,10780371,11203,9,10074711,0,11755,1,0,0,,,"S","Established","Success"
100007661,"A0090",,,1781852,14279,3,0,0,0,9,12900,0,,,"C","Established","Not_Success"
100007662,"A00114",,7,234422,17160,1,0,0,0,72115,0,0,,,"S","Established","Not_Success"
100007663,"A00132",46,,1562929,6,786099,0,0,0,7,0,0,,,"C","Established","Success"
100007664,"A00114",58,,,,,,,,,,,,,"S","Established","Not_Success"
100007665,"A00144",44,,,,,,,,,,,,,"C","Established","Not_Success"
100007666,"A00149",,,4313446,5,888237,0,41464,79006,7,0,55650,,,"C","Established","Not_Success"
100007667,"A0069",42,,4999224,9,1063033,0,0,3312022,7,0,0,,,"C","Established","Not_Success"
100007668,"A00149",50,,,,,,,,,,,,,"S","Established","Not_Success"
100007669,"A0063",10,,,,,,,,,,,,,"C","Established","Not_Success"
100007670,"A0069",46,,,,,,,,,,,,,"C","Established","Not_Success"
100007671,"A00111",96,,12718234,7,3307000,0,-10300,0,5,0,0,16597,37,"D","Established","Not_Success"
100007672,"A0090",,,11092272,5,1190887,0,46,1404234,5,0,0,,,"C","Established","Not_Success"
100007673,"A00141",65,,10862395,201924,2985799,0,0,7518031,7,0,0,,,"D","Established","Not_Success"
100007674,"A00149",29,,,,,,,,,,,,,"S","Established","Not_Success"
100007675,"A0053",,,3540332,10,1430559,0,0,0,15213,0,0,,,"P","Established","Success"
100007676,"A00149",,,35323269,6177,29990442,0,668569,454263,3,0,0,,,"C","Established","Not_Success"
100007677,"A0085",44,4,468265,10903,9,0,0,0,5,0,0,,,"S","Established","Not_Success"
100007678,"A00112",,,,,,,,,,,,,,"S","Established","Not_Success"
100007679,"A0086",,,,,,,,,,,,,,"D","Established","Not_Success"
100007680,"A00114",50,,,,,,,,,,,,,"S","Established","Not_Success"
100007681,"A0085",44,,,,,,,,,,,,,"C","Established","Not_Success"
100007682,"A00114",43,,,,,,,,,,,,,"S","Established","Not_Success"
100007683,"A00141",,,65780364,258043,14070948,0,0,23492046,5,0,0,,,"C","Established","Success"
100007684,"A00139",,,4493266,47,126093,0,0,-16200,7822,15,0,,,"C","Established","Not_Success"
100007685,"A0068",,,8978588,35290,4174128,0,770585,0,3427,0,0,,,"C","Established","Not_Success"
100007686,"A00100",59,,,,,,,,,,,,,"C","Established","Not_Success"
100007687,"A00149",66,,,,,,,,,,,,,"C","Established","Not_Success"
100007688,"A00139",,,,,,,,,,,,,,"C","Established","Not_Success"
100007689,"A00140",,,5006568,8,250456,0,28550,3387977,5,0,0,,,"D","Established","Not_Success"
100007690,"A00125",,,,,,,,,,,,,,"D","Established","Not_Success"
